id_entidad,nombre_entidad,direccion,telefono,address_department
PE-CONSUCODE-10006,GOBIERNO REGIONAL DE LIMA - HOSPITAL HUACHO-HUAURA-OYON Y SERVICIOS  BASICOS  DE  SALUD,AVENIDA JOSE A. ARAMBULO LA ROSA Nº 221-251,988307618,LIMA
PE-CONSUCODE-10007,HOSPITAL NACIONAL DOCENTE MADRE NIÑO - SAN BARTOLOME,AV. ALFONSO UGARTE Nº 825 - LIMA,000000,LIMA
PE-CONSUCODE-1002,MUNICIPALIDAD PROVINCIAL DE PUERTO INCA,SANCHEZ CERRO 610,,HUANUCO
PE-CONSUCODE-200663,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE PIURA,CALLE LIMA CON AYACUCHO SN,73-326711,PIURA
PE-CONSUCODE-201043,MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE,PROLONGACION AVENIDA GRAU MZ C LT 19 CONJUNTO HABITACIONAL MICAELA BASTIDAS,073354033,PIURA
PE-CONSUCODE-10045,GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO,AV. DANIEL A. CARRION 1552 HUANCAYO,236222,JUNIN
PE-CONSUCODE-10046,GOBIERNO REGIONAL DE LA LIBERTAD-INSTITUTO REGIONAL DE OFTALMOLOGIA,"MZ P´ LOTE 7A-NATASHA ALTA- URB,COVICORTI",044287222,LA LIBERTAD
PE-CONSUCODE-10137,DESPACHO PRESIDENCIAL,JR. DE LA UNION S/N PRIMERA CUADRA,3113900,LIMA
PE-CONSUCODE-10096,EMPRESA MUNICIPAL DE SERVICIO ELECTRICO DE TOCACHE S.A.,JR. BOLOGNESI Nº 290,,SAN MARTIN
PE-CONSUCODE-10141,COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,AV. BENAVIDES 2199-B,,LIMA
PE-CONSUCODE-10143,DIRECCION DE ECONOMIA Y FINANZAS DE LA POLICIA NACIONAL DEL PERU - PNP,JR. LOS CIBELES N° 191,980121298,LIMA
PE-CONSUCODE-10153,JEFATURA DE LA X DIRECCION TERRITORIAL POLICIAL - DIRTEPOL DEL CUSCO,PLAZA TUPAC AMARU S/N,980122645,CUSCO
PE-CONSUCODE-10167,UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 02 - RIMAC,JR. ANTON SANCHEZ Nº 202 -SMP,014813682,LIMA
PE-CONSUCODE-10182,DIRECCION REGIONAL DE EDUCACION  DE  LIMA METROPOLITANA,JR. JULIAN ARCE  - URB. SANTA CATALINA 412 LIMA,,LIMA
PE-CONSUCODE-10189,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,CALLE DEL COMERCIO,6155800,LIMA
PE-CONSUCODE-10194,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,AV. ANGAMOS ESTE 2520,,LIMA
PE-CONSUCODE-10196,INSTITUTO NACIONAL DE OFTALMOLOGIA,AV TINGO MARIA NRO 398,2029060,LIMA
PE-CONSUCODE-10195,INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS - INCN,JR. ANCASH 1271 LIMA,4117711,LIMA
PE-CONSUCODE-10198,INSTITUTO NACIONAL DE SALUD DEL NIÑO,BRASIL 600,4240217,LIMA
PE-CONSUCODE-10199,INSTITUTO NACIONAL MATERNO PERINATAL,JR. ANTONIO MIROQUESADA Nº 941 LIMA,3242983,LIMA
PE-CONSUCODE-10200,GOBIERNO REGIONAL DEL CALLAO - DIRECCION DE SALUD I CALLAO,COLINA  879 CALLAO,5755500,CALLAO
PE-CONSUCODE-10205,HOSPITAL HERMILIO VALDIZAN,CARRETERA  CENTRAL  KM 3.5 SANTA ANITA,000000,LIMA
PE-CONSUCODE-10206,GOBIERNO REGIONAL DE LIMA - DIRECCION DE SALUD III LIMA NORTE,CALLE JOSE ARAMBULO LA ROSA,2322574,LIMA
PE-CONSUCODE-10216,HOSPITAL SANTA ROSA,AV. BOLÍVAR CDRA.8 LIMA,6158229,LIMA
PE-CONSUCODE-10218,HOSPITAL DE EMERGENCIAS PEDIATRICAS,AV. GRAU 800 LIMA,4747302,LIMA
PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,JR. CAMANA NRO. 678 LIMA,,LIMA
PE-CONSUCODE-10246,COMANDO CONJUNTO DE LAS FUERZAS ARMADAS,JR. NICOLÁS CORPANCHO 291 LIMA,,LIMA
PE-CONSUCODE-10247,EJERCITO PERUANO,AV. BOULEVARD LIMA,956091695,LIMA
PE-CONSUCODE-10248,MARINA DE GUERRA DEL PERU,AV. LA MARINA CDRA 36 S/N CUARTEL NAVAL -  LA PERLA,,CALLAO
PE-CONSUCODE-201143,AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS,AV DE LA PERUANIDAD SN EDIFICIO QUIÑONES SN OFICINA P 8,2098530,LIMA
PE-CONSUCODE-10249,FUERZA AEREA DEL PERU,CAMPO DE MARTE LIMA,000000,LIMA
PE-CONSUCODE-1025,MUNICIPALIDAD PROVINCIAL DE ICA,AV. MUNICIPALIDAD NO 182,,ICA
PE-CONSUCODE-202565,REGION POLICIAL PIURA,PANAMERICANA NORTE KM 3.5 ZONA INDUSTRIAL S/N,073-354965,PIURA
PE-CONSUCODE-10269,INPE-DIRECCION REGIONAL ALTIPLANO PUNO,JR. ORKAPATA N° 228 PUNO,,PUNO
PE-CONSUCODE-1028,MUNICIPALIDAD DISTRITAL DE PACHACUTEC,MANCO CAPAC NO 2 INTERIOR C,056254201,ICA
PE-CONSUCODE-1031,MUNICIPALIDAD DISTRITAL DE SALAS - ICA,PLAZA DE ARMAS S/N - SALAS - ICA,,ICA
PE-CONSUCODE-1034,MUNICIPALIDAD DISTRITAL DE SANTIAGO - ICA,PANAMERICANA SUR KM. 318,,ICA
PE-CONSUCODE-10353,GOBIERNO REGIONAL DE LAMBAYEQUE - PROYECTO ESPECIAL OLMOS - TINAJONES,CAL. LAS VIOLETAS NRO. 148 URB. LOS LIBERTADORES LAMBAYEQUE - CHICLAYO - CHICLAYO,074480860,LAMBAYEQUE
PE-CONSUCODE-10356,GOBIERNO REGIONAL DE LA LIBERTAD - PROYECTO ESPECIAL CHAVIMOCHIC,AV. 2 - URB. PARQUE  INDUSTRIAL  TRUJILLO,,LA LIBERTAD
PE-CONSUCODE-202585,IAFAS DE LA MARINA DE GUERRA DEL PERU,VENEZUELA,5002690,CALLAO
PE-CONSUCODE-10358,GOBIERNO REGIONAL DE MADRE DE DIOS - PROYECTO ESPECIAL MADRE DE DIOS,AV. SAN MARTIN 291 - IBERIA - TAHUAMANU - MADRE DE DIOS,082-816941,MADRE DE DIOS
PE-CONSUCODE-10367,GOBIERNO REGIONAL DE MOQUEGUA - PROYECTO ESPECIAL REGIONAL PASTO GRANDE,CARRETERA MOQUEGUA TOQUEPALA KM 003,943414439,MOQUEGUA
PE-CONSUCODE-10373,GOBIERNO REGIONAL DE AMAZONAS - GERENCIA SUBREGIONAL BAGUA,JR.  AMAZONAS 456 BAGUA,,AMAZONAS
PE-CONSUCODE-1038,MUNICIPALIDAD DISTRITAL DE OCUCAJE,PANAMERICANA SUR Km 335,,ICA
PE-CONSUCODE-10396,GOBIERNO REGIONAL DE ANCASH-SALUD UTES ELEAZAR GUZMAN BARRON,AV. BRASIL NRO SN URB SANTA CRISTINA,043311608,ANCASH
PE-CONSUCODE-10403,GOBIERNO REGIONAL DE APURIMAC-CHANKA,JR. TUPAC AMARU 374 ANDAHUAYLAS,,APURIMAC
PE-CONSUCODE-10407,GOBIERNO REGIONAL DE APURIMAC-TRANSPORTES CHANKA,AV. MANCO CAPAC 602 TALAVERA,,APURIMAC
PE-CONSUCODE-10411,GOBIERNO REGIONAL DE APURIMAC-SALUD CHANKA,JR. TUPAC AMARU N° 135,083421161,APURIMAC
PE-CONSUCODE-1041,MUNICIPALIDAD DISTRITAL DE CHAVIN,PLAZA DE ARMAS SN,056264217,ICA
PE-CONSUCODE-10418,GOBIERNO REGIONAL DE AREQUIPA-AGRICULTURA,AV SACO OLIVEROS Nº 402 CERRO JULI,054-428888,AREQUIPA
PE-CONSUCODE-10421,GOBIERNO REGIONAL DE AREQUIPA - COLEGIO MILITAR FRANCISCO BOLOGNESI,AV. VICTOR RAÚL HAYA DE LATORRE S/N,,AREQUIPA
PE-CONSUCODE-10426,GOBIERNO REGIONAL DE AYACUCHO-AGRICULTURA,AV. INDEPENDENCIA Nº 604 AYACUCHO,,AYACUCHO
PE-CONSUCODE-10431,GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL CHOTA,JR. CORONEL  BECERRA  248 CHOTA,,CAJAMARCA
PE-CONSUCODE-10434,DIRECCION REGIONAL AGRARIA CAJAMARCA,BAÑOS DEL INCA CAJAMARCA KM 3,076362878,CAJAMARCA
PE-CONSUCODE-10435,GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES,JR.  TARAPACA 652 CAJAMARCA,076363472,CAJAMARCA
PE-CONSUCODE-10436,GOBIERNO REGIONAL DE CAJAMARCA-EDUCACION CAJAMARCA,JR. JOSÉ SABOGAL 841 CAJAMARCA,,CAJAMARCA
PE-CONSUCODE-10443,GOBIERNO REGIONAL DE CAJAMARCA - DIRECCION SUB REGIONAL DE SALUD JAEN,BOLÍVAR 1560 JAEN,951837097,CAJAMARCA
PE-CONSUCODE-10446,GOBIERNO REGIONAL DE CUSCO - PROYECTO ESPECIAL REGIONAL PLAN COPESCO,PLAZA TUPAC AMARU  S/N,581530,CUSCO
PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,AV. MICAELA BASTIDAS 480 CUSCO,,CUSCO
PE-CONSUCODE-1045,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHINCHA,AVENIDA OSCAR R. BENAVIDES Nº 699,,ICA
PE-CONSUCODE-10456,GOBIERNO REGIONAL DE HUANCAVELICA-SALUD,AV ANDRES AVELINO CACERES HUANCAVELICA,067453113,HUANCAVELICA
PE-CONSUCODE-10464,GOBIERNO REGIONAL DE HUANUCO - DIRECCIÓN REGIONAL DE SALUD - HUANUCO,JR. DAMASO BERAUN 1017 HUANUCO,,HUANUCO
PE-CONSUCODE-10479,GOBIERNO REGIONAL DE JUNIN-TRANSPORTES,JR. ARTERIAL 347 HUANCAYO,,JUNIN
PE-CONSUCODE-1049,MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA,PLAZA DE ARMAS UPIS VILMA LEON MZ J LOTE 25,987267249,ICA
PE-CONSUCODE-10502,GOBIERNO REGIONAL DE LA LIBERTAD - DIRECCIÓN REGIONAL DE SALUD LA LIBERTAD,CALLE LAS  ESMERALDAS Nº 403 - URB. STA. INES - TRUJILLO,,LA LIBERTAD
PE-CONSUCODE-10506,GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES PACASMAYO,AV. LA VICTORIA GUADALUPE,,LA LIBERTAD
PE-CONSUCODE-10510,GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES TRUJILLO ESTE,LOS RUBIES Nº362 - URB. SANTA INES - TRUJILLO,,LA LIBERTAD
PE-CONSUCODE-1052,MUNICIPALIDAD DISTRITAL DE EL INGENIO,AV.FRANCISCO BOLOGNESO NO 32,764578,ICA
PE-CONSUCODE-10527,GOBIERNO REGIONAL DE LORETO - DIRECCIÓN REGIONAL DE EDUCACION DE LORETO,CALLE MALECÓN TARAPACÁ Nº 346,973949045,LORETO
PE-CONSUCODE-10530,GOBIERNO REGIONAL DE LORETO-SALUD LORETO Y PERIFERICOS,AV. 28 DE JULIO IQUITOS,,LORETO
PE-CONSUCODE-10531,GOBIERNO REGIONAL DE LORETO- RED DE SALUD ALTO AMAZONAS YURIMAGUAS,CALLE ALFONSO WENINGER Nº 237-B BARRIO MOISES TONG LEE,,LORETO
PE-CONSUCODE-10533,GOBIERNO REGIONAL DE LORETO-SALUD HOSPITAL REGIONAL DE LORETO,AV. 28 DE JULIO IQUITOS,,LORETO
PE-CONSUCODE-202686,UNIDAD EJECUTORA FRENTE POLICIAL PUNO,AV. EL SOL N° 450,051-353988,PUNO
PE-CONSUCODE-10541,GOBIERNO REGIONAL DE MOQUEGUA-TRANSPORTES,CALLE JUNIN 364,053461005,MOQUEGUA
PE-CONSUCODE-10549,GOBIERNO REGIONAL DE PASCO-SALUD AIS HOSPITAL DANIEL A.CARRION,AV. LOS INCAS YANACANCHA,,PASCO
PE-CONSUCODE-10552,GOBIERNO REGIONAL DE PIURA - GERENCIA SUBREGIONAL  LUCIANO CASTILLO COLONNA,CARRETERA SULLANA - TAMBOGRANDE SULLANA,,PIURA
PE-CONSUCODE-10554,GOBIERNO REGIONAL DE PIURA - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES,PASAJE LOS CEIBOS Nº 103 URB. SANTA ISABEL  - PIURA,,PIURA
PE-CONSUCODE-10558,GOBIERNO REGIONAL DE PIURA-SALUD,AV. IRAZOLA SN - URB MIRAFLORES CASTILLA PIURA,073342423,PIURA
PE-CONSUCODE-10559,GOBIERNO REGIONAL DE PIURA-SALUD LUCIANO CASTILLO COLONNA,TRANSVERSAL TUMBES SULLANA,,PIURA
PE-CONSUCODE-10564,GOBIERNO REGIONAL DE PUNO-PROGRAMA REGIONAL DE RIEGO Y DRENAJE,JR. CARABAYA 351 PUNO,,PUNO
PE-CONSUCODE-10576,GOBIERNO REGIONAL DE PUNO-SALUD SAN ROMAN,CARRETERA JULIACA HUANCANE   JULIACA,,PUNO
PE-CONSUCODE-10589,GOBIERNO REGIONAL DE SAN MARTIN - DIRECCION REGIONAL AGRARIA,JR. ANGEL DELGADOR MOREY  SN,042526700,SAN MARTIN
PE-CONSUCODE-10595,GOBIERNO REGIONAL DE SAN MARTIN-SALUD,JR. CAHUIDE 146 TARAPOTO,,SAN MARTIN
PE-CONSUCODE-10602,GOBIERNO REGIONAL DE TACNA-HOSPITAL HIPOLITO UNANUE,CALLE BLONDELL S/N - TACNA,,TACNA
PE-CONSUCODE-10605,GOBIERNO REGIONAL DE TUMBES-TRANSPORTES,AV TUMBES NORTE 1071,072523444,TUMBES
PE-CONSUCODE-10610,GOBIERNO REGIONAL DE UCAYALI - GERENCIA SUB REGIONAL DE PURÚS,AV. PURUS S/N - PUERTO ESPERANZA - PURUS,061572981,UCAYALI
PE-CONSUCODE-10613,GOBIERNO REGIONAL DE UCAYALI - PROYECTO ESPECIAL CARRETERA FEDERICO BASADRE,AV. CENTENARIO Nº 4600,,UCAYALI
PE-CONSUCODE-1061,MUNICIPALIDAD DISTRITAL DE HUANCANO,AV. PRINCIPAL NO 114,945125754,ICA
PE-CONSUCODE-10615,GOBIERNO REGIONAL DE UCAYALI-DIRECCIÓN REGIONAL SECTORIAL DE TRANSPORTES Y COMUNICACIONES,JR. ZARUMILLA Nº 127,,UCAYALI
PE-CONSUCODE-10618,GOBIERNO REGIONAL DE UCAYALI-HOSPITAL DE APOYO DE PUCALLPA,JR. AGUSTIN CAUPER 285 PUCALLPA,,UCAYALI
PE-CONSUCODE-106,MUNICIPALIDAD PROVINCIAL DE LUYA - LAMUD,JR. MIGUEL GRAU NRO 528 LAMUD,041-8300123,AMAZONAS
PE-CONSUCODE-1067,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA,JR. HUASCAR MZ. 38.LOTE 10,956150381,ICA
PE-CONSUCODE-1068,MUNICIPALIDAD PROVINCIAL DE HUANCAYO,CALLE REAL-PALACIO MUNICIPAL,,JUNIN
PE-CONSUCODE-202725,MUNICIPALIDAD DISTRITAL DE VILLA KINTIARINA,PLAZA PRINCIPAL SIN NRO,990903934,CUSCO
PE-CONSUCODE-1085,MUNICIPALIDAD DISTRITAL DE PILCOMAYO,PLAZA LIBERTAD,,JUNIN
PE-CONSUCODE-1111,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO,ZUCHETTI No 163,,JUNIN
PE-CONSUCODE-1116,MUNICIPALIDAD DISTRITAL DE PERENE,JR.22 DE OCTUBRE NO 140 - I MESETA,064544061,JUNIN
PE-CONSUCODE-1155,MUNICIPALIDAD PROVINCIAL DE SATIPO,JR. COLONOS FUNDADORES NO 312 - SATIPO,064546720,JUNIN
PE-CONSUCODE-1160,MUNICIPALIDAD DISTRITAL DE PANGOA,CALLE 7 DE JUNIO NO 641,064-543182,JUNIN
PE-CONSUCODE-1161,MUNICIPALIDAD DISTRITAL DE RIO NEGRO,AV. DEFENSORES DE LA PAZ  S/N,948692844,JUNIN
PE-CONSUCODE-1162,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,PUERTO PRADO S/N - RIO TAMBO - SATIPO,064780577,JUNIN
PE-CONSUCODE-1173,MUNICIPALIDAD DISTRITAL DE CHACAPALPA,PLAZA PRINCIPAL TUPAC AMARU NO 120,064-762215,JUNIN
PE-CONSUCODE-1181,MUNICIPALIDAD DISTRITAL DE YAULI - YAULI,AV.GRAU NO 104,,JUNIN
PE-CONSUCODE-1190,MUNICIPALIDAD DISTRITAL DE YANACANCHA - CHUPACA,PLAZA PRINCIPAL,986383283,JUNIN
PE-CONSUCODE-1191,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,DIEGO DE ALMAGRO,044484240,LA LIBERTAD
PE-CONSUCODE-1195,MUNICIPALIDAD DISTRITAL DE LAREDO,REFORMA No 360,,LA LIBERTAD
PE-CONSUCODE-1209,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO,JR. RAMON CASTILLA NO 564,,LA LIBERTAD
PE-CONSUCODE-1216,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA,JUNIN S/N,954856252,LA LIBERTAD
PE-CONSUCODE-1230,MUNICIPALIDAD DISTRITAL DE PACASMAYO,MANCO CAPAC Nº 45 - PACASMAYO,044-523101,LA LIBERTAD
PE-CONSUCODE-1234,MUNICIPALIDAD DISTRITAL DE CHILIA,JR. MIRAFLORES S/N,961844812,LA LIBERTAD
PE-CONSUCODE-1240,MUNICIPALIDAD DISTRITAL DE PATAZ,PLAZA DE ARMAS S/N 2do PISO,,LA LIBERTAD
PE-CONSUCODE-1249,MUNICIPALIDAD DISTRITAL DE MOLLEPATA - SANTIAGO DE CHUCO,PLAZA DE ARMAS S/N - MOLLEPATA,948898998,LA LIBERTAD
PE-CONSUCODE-1268,MUNICIPALIDAD DISTRITAL DE LUCMA - GRAN CHIMU,PLAZA DE ARMAS SN LUCMA GRAN CHIMU LA LIBERTAD,961026618,LA LIBERTAD
PE-CONSUCODE-1270,MUNICIPALIDAD DISTRITAL DE SAYAPULLO,JUAN VEGA RABINES S/N 2DO PISO,947947356,LA LIBERTAD
PE-CONSUCODE-1272,MUNICIPALIDAD DISTRITAL DE CHAO,CESAR VALLEJO NO 380 CHAO,949946300,LA LIBERTAD
PE-CONSUCODE-203066,UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO,HUANACVELICA SIN NRO,994422298,HUANCAVELICA
PE-CONSUCODE-1286,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - CHICLAYO,CALLE UNION 433 SANTA ROSA CHICLAYO LAMBAYEQUE,074-418554,LAMBAYEQUE
PE-CONSUCODE-1288,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO,AV.LA UNION Nº 1696 LA VICTORIA - CHICLAYO,074-222930,LAMBAYEQUE
PE-CONSUCODE-1295,MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE,AV. BOLIVAR Nº400,,LAMBAYEQUE
PE-CONSUCODE-1306,MUNICIPALIDAD DISTRITAL DE TUCUME,CALLE UNION Nº540,978025134,LAMBAYEQUE
PE-CONSUCODE-1307,MUNICIPALIDAD METROPOLITANA DE LIMA,CAMANA N 566,6321300,LIMA
PE-CONSUCODE-1309,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,CARRETERA CENTRAL KM 7.5,,LIMA
PE-CONSUCODE-1322,MUNICIPALIDAD DISTRITAL DE LINCE,AV. JUAN PARDO DE ZELA Nº480,,LIMA
PE-CONSUCODE-1323,MUNICIPALIDAD DISTRITAL DE LOS OLIVOS (LAS PALMERAS),AV. CARLOS IZAGUIRRE N.- 813 URB. MERCURIO - LOS OLIVOS,,LIMA
PE-CONSUCODE-1331,MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA,CALLE 9 DE JUNIO Nº100 - PUNTE PIEDRA,,LIMA
PE-CONSUCODE-1333,MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA,AV.SAN JOSE KM.47,,LIMA
PE-CONSUCODE-1334,MUNICIPALIDAD DISTRITAL DE RIMAC,PARQUE NICOLINI S/N,,LIMA
PE-CONSUCODE-1336,MUNICIPALIDAD DISTRITAL DE SAN BORJA,AV. JOAQUIN MADRID Nº200,,LIMA
PE-CONSUCODE-1337,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,AV. LOS INCAS Nº 270,,LIMA
PE-CONSUCODE-1341,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,ALFREDO MENDIOLA Nº 169 SAN MARTIN DE PORRES,,LIMA
PE-CONSUCODE-1345,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - LIMA,AV. ALEJANDRO BERTELLO PANAMERICANA NORTE KM.43,,LIMA
PE-CONSUCODE-1343,MUNICIPALIDAD DISTRITAL DE SANTA ANITA,AV. LOS EUCALIPTOS CDRA 12 S/N,,LIMA
PE-CONSUCODE-1346,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO,JIRON BOLOGNESI Nº275,,LIMA
PE-CONSUCODE-1349,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO,JIRON JOSE GALVEZ Nº895,,LIMA
PE-CONSUCODE-1364,MUNICIPALIDAD DISTRITAL DE ASIA - CAÑETE,CALLE LA MAR Nº 315  LA CAPILLA - ASIA,7915323,LIMA
PE-CONSUCODE-1379,MUNICIPALIDAD PROVINCIAL DE HUACHO - HUAURA,GUILLERMO VELASQUEZ S/N,,LIMA
PE-CONSUCODE-1387,MUNICIPALIDAD DISTRITAL DE SANTA MARIA,AV. CRUZ BLANCA NO 2006,2322003,LIMA
PE-CONSUCODE-1417,MUNICIPALIDAD DISTRITAL DE RICARDO PALMA,PARQUE ANGEL BARACCO S/N,3618226,LIMA
PE-CONSUCODE-1448,MUNICIPALIDAD DISTRITAL DE HUANGASCAR,AV. 28 DE JULIO KM.45,,LIMA
PE-CONSUCODE-1471,MUNICIPALIDAD DISTRITAL DE SUPE,JR.SAN MARTIN Nº446,2364302,LIMA
PE-CONSUCODE-1473,MUNICIPALIDAD PROVINCIAL DE OYON,PLAZA DE ARMAS Nº 102 - 104 - OYON,,LIMA
PE-CONSUCODE-1490,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS,PLAZA DE ARMAS Nº 112 - 114 - 116,,LORETO
PE-CONSUCODE-1494,MUNICIPALIDAD DISTRITAL DE JEBEROS,JEBEROS,065352060,LORETO
PE-CONSUCODE-1495,MUNICIPALIDAD DISTRITAL DE LAGUNAS - ALTO AMAZONAS,JR. JUAN VASQUEZ Nº 232,065-351035,LORETO
PE-CONSUCODE-203306,MUNICIPALIDAD DISTRITAL DE MEGANTONI,NRO. SN MUNICIPALIDAD DISTRITAL DE MEGANTON POBLADO ECHARATI,984849617,CUSCO
PE-CONSUCODE-1505,MUNICIPALIDAD PROVINCIAL DE LORETO - NAUTA,MANUEL PACAYA,,LORETO
PE-CONSUCODE-1508,MUNICIPALIDAD DISTRITAL DE URARINAS,CALLE PEVAS 1253,065601182,LORETO
PE-CONSUCODE-1524,MUNICIPALIDAD DISTRITAL DE SARAYACU,JR. ARTURO GUEVARA S/N - DOS DE MAYO - RIO UCAYALI,,LORETO
PE-CONSUCODE-1536,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA,CALLE ANCASH No 275,,MOQUEGUA
PE-CONSUCODE-1540,MUNICIPALIDAD DISTRITAL DE TORATA,CALLE TORATA Nº 53,972984141,MOQUEGUA
PE-CONSUCODE-154,MUNICIPALIDAD DISTRITAL DE HUANCHAY,PLAZA DE ARMAS S/N - HUANCHAY,043730865,ANCASH
PE-CONSUCODE-15,MINISTERIO DE ENERGIA Y MINAS,AV. LAS ARTES SUR Nº 206,6188700,LIMA
PE-CONSUCODE-1553,MUNICIPALIDAD PROVINCIAL DE ILO,MALECON COSTERO MIRAMAR Nº 1200 - 1202,,MOQUEGUA
PE-CONSUCODE-1556,MUNICIPALIDAD PROVINCIAL DE PASCO - CHAPIMARCA,CIRCUNVALACION ARENALES 2DO PISO,,PASCO
PE-CONSUCODE-1570,MUNICIPALIDAD DISTRITAL DE CHACAYAN,PLAZA DE ARMAS SN CERCADO LOCAL MUNICIPAL,944411727,PASCO
PE-CONSUCODE-157,MUNICIPALIDAD DISTRITAL DE OLLEROS - HUARAZ,AVENIDA DAGOBERTO CACERES NO 117,043830069,ANCASH
PE-CONSUCODE-1584,MUNICIPALIDAD PROVINCIAL DE PIURA,CALLE ESQ AYACUCHO TACNA 377 PIURA PIURA PIURA,073-602000,PIURA
PE-CONSUCODE-1585,MUNICIPALIDAD DISTRITAL DE CASTILLA,CALLE AYACUCHO Nº 414,073-346681,PIURA
PE-CONSUCODE-1600,MUNICIPALIDAD DISTRITAL DE SAPILLICA,AV ERNESTO MERINO SN SAPILLICA REF PLAZA DE ARMAS,962807806,PIURA
PE-CONSUCODE-1602,MUNICIPALIDAD DISTRITAL DE SUYO,JR. LEONCIO PRADO S/N,,PIURA
PE-CONSUCODE-1607,MUNICIPALIDAD DISTRITAL DE HUARMACA,JR. GRAU S/N - HUARMACA,996011106,PIURA
PE-CONSUCODE-1610,MUNICIPALIDAD DISTRITAL DE SONDORILLO,SAN JUAN Nº 109,968048500,PIURA
PE-CONSUCODE-1622,MUNICIPALIDAD DISTRITAL DE AMOTAPE,PLAZA DE ARMAS S/N 2DO. PISO,,PIURA
PE-CONSUCODE-1626,MUNICIPALIDAD DISTRITAL DE TAMARINDO,PLAZA DE ARMAS S/N,,PIURA
PE-CONSUCODE-1627,MUNICIPALIDAD DISTRITAL DE VICHAYAL,MARISCAL CASTILLA NO 106,969171723,PIURA
PE-CONSUCODE-203506,GOBIERNO REGIONAL CAJAMARCA UNIDAD EJECUTORA DE SALUD SANTA CRUZ,LOS MAESTROS NRO 407,995555266,CAJAMARCA
PE-CONSUCODE-1640,MUNICIPALIDAD DISTRITAL DE LOS ORGANOS,PANAMERICANA NORTE S/N,,PIURA
PE-CONSUCODE-1642,MUNICIPALIDAD PROVINCIAL DE SECHURA,AV. DOS DE MAYO Nº 618 - SECHURA,,PIURA
PE-CONSUCODE-1644,MUNICIPALIDAD DISTRITAL DE BERNAL,CALLE COMERCIO No 420 - BERNAL,,PIURA
PE-CONSUCODE-1648,MUNICIPALIDAD PROVINCIAL DE PUNO,JR. DEUSTUA N° 458-PUNO,051351019,PUNO
PE-CONSUCODE-1662,MUNICIPALIDAD DISTRITAL DE VILQUE,JR. CABANILLAS Nº106,,PUNO
PE-CONSUCODE-203586,GOBIERNO REGIONAL DE TACNA RED DE SALUD TACNA,BLONDELL NRO 50 OF 108,054411517,TACNA
PE-CONSUCODE-1663,MUNICIPALIDAD PROVINCIAL DE AZANGARO,PLAZA SAN BERNARDO Nº160,,PUNO
PE-CONSUCODE-1682,MUNICIPALIDAD DISTRITAL DE CORANI,SAN MARTIN S/N,,PUNO
PE-CONSUCODE-1685,MUNICIPALIDAD DISTRITAL DE OLLACHEA,PLAZA DE ARMAS S/N,950866212,PUNO
