id_entidad,nombre_entidad,direccion,telefono,address_department
PE-CONSUCODE-10204,HOSPITAL NACIONAL HIPOLITO UNANUE,AV CESAR VALLEJO 1390,3627777,LIMA
PE-CONSUCODE-10207,HOSPITAL NACIONAL SERGIO E. BERNALES,AV. TUPAC AMARU  KM 14  1/2  COMAS,5580186,LIMA
PE-CONSUCODE-10215,HOSPITAL NACIONAL DOS DE MAYO,PARQUE HISTORIA DE LA MEDICINA PERUANA S/N  (ALTURA CDRA. 13 AV. GRAU) CERCADO DE LIMA,3284444,LIMA
PE-CONSUCODE-1026,MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA,AV. ELPARQUE Nº 627,,ICA
PE-CONSUCODE-10263,INPE-DIRECCION REGIONAL NORTE CHICLAYO,JR. MANCO CÁPAC CHICLAYO,,LAMBAYEQUE
PE-CONSUCODE-10268,INPE-OFICINA GENERAL DE INFRAESTRUCTURA,ANDRÉS CÁCERES Nº 380 Y ADOLFO DE LA JARA Nº 234 URB. SAN ANTONIO MIRAFLORES,,LIMA
PE-CONSUCODE-10354,MINAG - PROYECTO ESPECIAL JEQUETEPEQUE - ZAÑA,CAMPAMENTO GALLITO CIEGO KM. 33.5 CARRETERA CIUDAD DE DIOS A CAJAMARCA,,CAJAMARCA
PE-CONSUCODE-10398,GOBIERNO REGIONAL DE ANCASH-SALUD UTES CARAZ,AV. 28 DE JULIO 214,,ANCASH
PE-CONSUCODE-10404,GOBIERNO REGIONAL DE APURIMAC-AGRICULTURA APURIMAC,JR. HUANCAVELICA Nº 723 ABANCAY,,APURIMAC
PE-CONSUCODE-10419,GOBIERNO REGIONAL DE AREQUIPA - GERENCIA REGIONAL DE TRANSPORTES Y COMUNICACIONES,AV. GUARDIA CIVIL 702 - PAUCARPATA,,AREQUIPA
PE-CONSUCODE-10420,GOBIERNO REGIONAL DE AREQUIPA - DIRECCIÓN REGIONAL DE EDUCACION,RONDA RECOLETA S/N,054-270975,AREQUIPA
PE-CONSUCODE-10424,GOBIERNO REGIONAL DE AREQUIPA-HOSPITAL REGIONAL HONORIO DELGADO,AV. ALCIDES CARRION NRO. 505 AREQUIPA - AREQUIPA - AREQUIPA,,AREQUIPA
PE-CONSUCODE-1044,MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,PLAZA DE ARMAS 101,,ICA
PE-CONSUCODE-10448,GOBIERNO REGIONAL DE CUSCO-AGRICULTURA,AV. MICAELA BASTIDAS 310-314,581300,CUSCO
PE-CONSUCODE-10450,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE EDUCACION,PLAZOLETA SANTA CATALINA Nº 235 CUSCO,,CUSCO
PE-CONSUCODE-10451,GOBIERNO REGIONAL DE CUSCO-SALUD,AV. DE LA CULTURA S/N  CUSCO,,CUSCO
PE-CONSUCODE-10457,GOBIERNO REGIONAL DE HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,AV. ANDRES AVELINO CÁCERES S/N,,HUANCAVELICA
PE-CONSUCODE-10460,GOBIERNO REGIONAL DE HUANUCO-AGRICULTURA,CALLE CALICANTO N° 145,062-512360,HUANUCO
PE-CONSUCODE-10462,GOBIERNO REGIONAL DE HUANUCO-EDUCACION,JR. PROGRESO 462 HUANUCO,,HUANUCO
PE-CONSUCODE-10466,GOBIERNO REGIONAL DE HUANUCO-HOSPITAL DE HUANUCO HERMILIO VALDIZAN,JR. HERMILIO VALDIZÁN 950,,HUANUCO
PE-CONSUCODE-10469,GOBIERNO REGIONAL DE ICA-TRANSPORTES,SAN MIGUEL ICA,,ICA
PE-CONSUCODE-10470,GOBIERNO REGIONAL DE ICA-EDUCACION,AV. GRAU 166 ICA,,ICA
PE-CONSUCODE-10482,GOBIERNO REGIONAL DE JUNIN - HOSPITAL EL CARMEN,JR. PUNO 911 HUANCAYO,,JUNIN
PE-CONSUCODE-10486,GOBIERNO REGIONAL DE JUNIN-SALUD AIS. UTES. SATIPO,JR. MANUEL PRADO 361-363,,JUNIN
PE-CONSUCODE-1050,MUNICIPALIDAD PROVINCIAL DE NAZCA,CALLAO No 865,,ICA
PE-CONSUCODE-10508,GOBIERNO REGIONAL DE LA LIBERTAD - SALUD UTES SANTIAGO DE CHUCO,MARISCAL  CACERES 1145 - SANTIAGO DE CHUCO,,LA LIBERTAD
PE-CONSUCODE-10517,GOBIERNO REGIONAL DE LAMBAYEQUE-TRANSPORTES,CARRETERA PIMENTEL 5.5 CHICLAYO CHICLAYO LAMBAYEQUE,074-208301,LAMBAYEQUE
PE-CONSUCODE-10526,GOBIERNO REGIONAL DE LORETO-TRANSPORTES,AV. ABELARDO QUIÑONES - SAN JUAN IQUITOS,,LORETO
PE-CONSUCODE-1053,MUNICIPALIDAD DISTRITAL DE MARCONA,AV. ANDRES AVELINO CACERES S/N,056-525014,ICA
PE-CONSUCODE-10538,GOBIERNO REGIONAL DE MADRE DE DIOS - DIRECCION REGIONAL DE SALUD MADRE DE DIOS,JR. ERNESTO RIVERO Nº 475,,MADRE DE DIOS
PE-CONSUCODE-10545,GOBIERNO REGIONAL DE PASCO - DIRECCION REGIONAL AGRARIA,JR. COLUMMA PASCO - EDIFICIO ESTATAL Nº 2 - SAN JUAN   YANACANCHA,,PASCO
PE-CONSUCODE-10568,GOBIERNO REGIONAL DE PUNO-TRANSPORTES,JR. LIMA 944 PUNO,,PUNO
PE-CONSUCODE-10581,GOBIERNO REGIONAL DE PUNO-SALUD COLLAO,JR. ATAHUALPA Nº 825,,PUNO
PE-CONSUCODE-10584,GOBIERNO REGIONAL DE PUNO-SALUD MACUSANI,JR. GRAU 509 MACUSANI,,PUNO
PE-CONSUCODE-10588,GOBIERNO REGIONAL DE SAN MARTIN - DIRECCION REGIONAL DE LA PRODUCCION DE SAN MARTIN,JR. PATRON SANTIAGO NRO. 119 SAN MARTIN - MOYOBAMBA - MOYOBAMBA,042562036,SAN MARTIN
PE-CONSUCODE-1063,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - PISCO,AV. FEDERICO URANGA NO 417,,ICA
PE-CONSUCODE-1065,MUNICIPALIDAD DISTRITAL DE SAN ANDRES,AV. SAN MARTIN No 550,,ICA
PE-CONSUCODE-1077,MUNICIPALIDAD DISTRITAL DE EL TAMBO,AV.MARISCAL CASTILLA NO 1920,064-246492,JUNIN
PE-CONSUCODE-1080,MUNICIPALIDAD DISTRITAL DE HUANCAN,PLAZA PRINCIPAL S/N - HUANCAN,064432130,JUNIN
PE-CONSUCODE-1151,MUNICIPALIDAD PROVINCIAL DE JUNIN,JR.AYACUCHO NO 125,064344224,JUNIN
PE-CONSUCODE-1164,MUNICIPALIDAD DISTRITAL DE ACOBAMBA - TARMA,JR.CALLAO 551 - ACOBAMBA,983919883,JUNIN
PE-CONSUCODE-1176,MUNICIPALIDAD DISTRITAL DE MOROCOCHA,PLAZA PRINCIPAL SN NUEVA CIUDAD CARHUACOTO,2114183,JUNIN
PE-CONSUCODE-1180,MUNICIPALIDAD DISTRITAL DE SUITUCANCHA,PLAZA PRINCIPAL,996612121,JUNIN
PE-CONSUCODE-1185,MUNICIPALIDAD DISTRITAL DE HUACHAC,JR.FELIPE VILCHEZ NO323. 2DO PISO,064799087,JUNIN
PE-CONSUCODE-1192,MUNICIPALIDAD DISTRITAL DE EL PORVENIR - TRUJILLO,AVENIDA SANCHEZ CARRION 500 EL PORVENIR TRUJILLO LA LIBERTAD,044-400503,LA LIBERTAD
PE-CONSUCODE-1194,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,JR. CARLOS MARIA DE ALVEAR Nº 999,044-272478,LA LIBERTAD
PE-CONSUCODE-1196,MUNICIPALIDAD DISTRITAL DE MOCHE,JR.BOLOGNESI No 359,,LA LIBERTAD
PE-CONSUCODE-1215,MUNICIPALIDAD DISTRITAL DE SARIN,AV ABELARDO GAMARRA RONDO SN SARIN,949859146,LA LIBERTAD
PE-CONSUCODE-1219,MUNICIPALIDAD DISTRITAL DE CHARAT,LIMA NO 140,44509203,LA LIBERTAD
PE-CONSUCODE-1239,MUNICIPALIDAD DISTRITAL DE PARCOY,JR SAN MARTIN NO 859 PARCOY,940181422,LA LIBERTAD
PE-CONSUCODE-1243,MUNICIPALIDAD DISTRITAL DE URPAY,JR.PROGRESO S/N,976156593,LA LIBERTAD
PE-CONSUCODE-1245,MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO,PACO YUNQUE No 735 2DO PISO,,LA LIBERTAD
PE-CONSUCODE-1247,MUNICIPALIDAD DISTRITAL DE CACHICADAN,ANTONIO RAYMONDI NO 162 PLAZA DE ARMAS,044-286018,LA LIBERTAD
PE-CONSUCODE-1250,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA,JR. TRUJILLO No 165,,LA LIBERTAD
PE-CONSUCODE-1261,MUNICIPALIDAD DISTRITAL DE PACANGA,CALLE 28 DE JULIO 525 PACANGA CHEPEN LA LIBERTAD,044-572156,LA LIBERTAD
PE-CONSUCODE-1265,MUNICIPALIDAD DISTRITAL DE CARABAMBA,PLAZA DE ARMAS S/N 2DO PISO,044-347021,LA LIBERTAD
PE-CONSUCODE-1269,MUNICIPALIDAD DISTRITAL DE MARMOT,MENDELEVIO NO 414,044291158,LA LIBERTAD
PE-CONSUCODE-1271,MUNICIPALIDAD PROVINCIAL DE VIRU,INDEPENDENCI Nº510 - VIRU,,LA LIBERTAD
PE-CONSUCODE-1273,MUNICIPALIDAD DISTRITAL DE GUADALUPITO,CALLE TUPAC AMARU S/N,,LA LIBERTAD
PE-CONSUCODE-203086,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,PASTOR SEVILLA CRUCE CON 200 MILLAS SN SECTOR 3 GRUPO 31,5007800,LIMA
PE-CONSUCODE-1305,MUNICIPALIDAD DISTRITAL DE SAN JOSE - LAMBAYEQUE,CALLE BOLOGNESI Nº 259 - SAN JOSÉ,074-612858,LAMBAYEQUE
PE-CONSUCODE-1314,MUNICIPALIDAD DISTRITAL DE CHORRILLOS,AV. DEFENSORES DEL MORRO Nº 550,,LIMA
PE-CONSUCODE-1327,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA,AV.GENERAL VIVANCO No 859,,LIMA
PE-CONSUCODE-1338,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO,"JR. LOS AMAUTAS Nº180, URB. ZARATE",,LIMA
PE-CONSUCODE-1366,MUNICIPALIDAD DISTRITAL DE CERRO AZUL,JR. ALFONSO UGARTE NO 500,3603075,LIMA
PE-CONSUCODE-137,MUNICIPALIDAD DISTRITAL DE OMIA,AV VIRGEN DEL ROSARIO NO 245 OMIA,041476291,AMAZONAS
PE-CONSUCODE-203226,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,JAVIER PRADO 2108,6118181,LIMA
PE-CONSUCODE-1391,MUNICIPALIDAD PROVINCIAL DE HUARAL,PLAZA DE ARMAS S/N - HUARAL,2463617,LIMA
PE-CONSUCODE-1399,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA,PLAZA DE ARMAS S/N,2460016,LIMA
PE-CONSUCODE-14,MINISTERIO DE EDUCACION,AV. DE LA POESIA Nº 155,6155800,LIMA
PE-CONSUCODE-1435,MUNICIPALIDAD PROVINCIAL DE YAUYOS,PLAZA CONSTRUCION S/N,,LIMA
PE-CONSUCODE-1468,MUNICIPALIDAD PROVINCIAL DE BARRANCA,JR. ZAVALA Nº500,,LIMA
PE-CONSUCODE-1526,MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,AV.LEON VELARDE Nº230,,MADRE DE DIOS
PE-CONSUCODE-1528,MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS,CALLE QUINTIN GRANADOS,984106237,MADRE DE DIOS
PE-CONSUCODE-1537,MUNICIPALIDAD DISTRITAL DE CARUMAS,CALLE CARUMAS S/N,053-830018,MOQUEGUA
PE-CONSUCODE-1543,MUNICIPALIDAD DISTRITAL DE COALAQUE,AV. AREQUIPA KM.9,959967722,MOQUEGUA
PE-CONSUCODE-156,MUNICIPALIDAD DISTRITAL DE LA LIBERTAD,PLAZA DE ARMAS S/N,282713,ANCASH
PE-CONSUCODE-203426,PROGRAMA PARA EL MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEL CENTRO DE EMPLEO FORTALECE PERU,GENERAL FELIPE SANTIAGO SALAVERRY  NRO 655  PISO 10,6306000 - 6098,LIMA
PE-CONSUCODE-1567,MUNICIPALIDAD DISTRITAL DE VICCO,PLAZA DE ARMAS Nº110,,PASCO
PE-CONSUCODE-1586,MUNICIPALIDAD DISTRITAL DE CATACAOS,CALLE COMERCIO 540 CATACAOS PIURA PIURA,073370305,PIURA
PE-CONSUCODE-1587,MUNICIPALIDAD DISTRITAL DE CURA MORI,JR. SULLANA Nº500,941970609,PIURA
PE-CONSUCODE-1590,MUNICIPALIDAD DISTRITAL DE LA UNION - PIURA,JR. CHEPA SANTOS Nº 701 - LA UNION,,PIURA
PE-CONSUCODE-1592,MUNICIPALIDAD DISTRITAL DE TAMBOGRANDE,JR. CASTILLA Nº 449-TAMBOGRANDE-PIURA,969205590,PIURA
PE-CONSUCODE-1603,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,GENERAL MEDINA Nº110,,PIURA
PE-CONSUCODE-161,MUNICIPALIDAD DISTRITAL DE TARICA,PLAZA DE ARMAS S/N,961085984,ANCASH
PE-CONSUCODE-1617,MUNICIPALIDAD DISTRITAL DE SANTA CATALINA DE MOSSA,AV. RAMON CASTILLA Nº371,,PIURA
PE-CONSUCODE-162,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - HUARAZ,JR. PABLO PATRON NO 257,043427078,ANCASH
PE-CONSUCODE-1628,MUNICIPALIDAD PROVINCIAL DE SULLANA,JR. BOLIVAR Nº160,,PIURA
PE-CONSUCODE-1636,MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS,AV. FAUSTINO SANCHEZ CARRION S/N,,PIURA
PE-CONSUCODE-163,MUNICIPALIDAD PROVINCIAL DE AIJA,PLAZA DE ARMAS S/N,043445031,ANCASH
PE-CONSUCODE-1638,MUNICIPALIDAD DISTRITAL DE LA BREA NEGRITOS,AV. JOSE GALVEZ Nº204,,PIURA
PE-CONSUCODE-1670,MUNICIPALIDAD DISTRITAL DE MUÑANI,PLAZA DE ARMAS No 115,,PUNO
PE-CONSUCODE-1673,MUNICIPALIDAD DISTRITAL DE SAN ANTON,PLAZA DE ARMAS S/N,,PUNO
PE-CONSUCODE-203646,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO,CAJAMARQUILLA CDRA 10 SIN NRO,3764689,LIMA
PE-CONSUCODE-1683,MUNICIPALIDAD DISTRITAL DE CRUCERO,PLAZA LA LIBERTAD Nº 104 - CRUCERO,951302566,PUNO
PE-CONSUCODE-1692,MUNICIPALIDAD DISTRITAL DE POMATA,AV. LIMA NORTE NRO 245 - PLAZA DE ARMAS,951891828,PUNO
PE-CONSUCODE-1695,MUNICIPALIDAD PROVINCIAL DE HUANCANE,PLAZA DE ARMAS Nº106,,PUNO
PE-CONSUCODE-1697,MUNICIPALIDAD DISTRITAL DE INCHUPALLA,PLAZA DE ARMAS S/N 2DO PISO INT.6,,PUNO
PE-CONSUCODE-1704,MUNICIPALIDAD DISTRITAL DE CABANILLA,PLAZA DE ARMAS S/N - CABANILLA,,PUNO
PE-CONSUCODE-1713,MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI,JR.TACNA NO 562 2DO PISO,051563169,PUNO
PE-CONSUCODE-1717,MUNICIPALIDAD DISTRITAL DE MACARI,PLAZA SAN MARTIN Nº115 - MACARI,051563255,PUNO
PE-CONSUCODE-203806,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,PZA.DE ARMAS NRO. SN (IGLESIA PUEBLO DE DIOS),951528105,PUNO
PE-CONSUCODE-1721,MUNICIPALIDAD DISTRITAL DE UMACHIRI,PLAZA DE ARMAS Nº107,,PUNO
PE-CONSUCODE-1730,MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,FRANCISCO BOLOGNESI S/N,,PUNO
PE-CONSUCODE-203866,UNIVERSIDAD NACIONAL CIRO ALEGRIA,MIGUEL GRAU,044-365463,LA LIBERTAD
PE-CONSUCODE-1744,MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,PLAZA DE ARMAS Nº3 2DO PISO INT.6,,PUNO
PE-CONSUCODE-1754,MUNICIPALIDAD DISTRITAL DE HUAYRAPATA,PLAZA DE ARMAS S/N,951038353,PUNO
PE-CONSUCODE-204027,CORTE SUPERIOR DE JUSTICIA DE LIMA SUR,JOSE CARLOS MARIATEGUI MZA A5,5194600,LIMA
PE-CONSUCODE-1822,MUNICIPALIDAD DISTRITAL DE TRES UNIDOS,JR. UCAYALI Nº103 MZ 1 LOTE 103,948800434,SAN MARTIN
PE-CONSUCODE-1833,MUNICIPALIDAD PROVINCIAL DE TACNA,CALLE INCLAN Nº 404,,TACNA
PE-CONSUCODE-1853,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,CALLE TRIUNFO Nº 111 CANDARAVE,0,TACNA
PE-CONSUCODE-1870,MUNICIPALIDAD DISTRITAL DE PAPAYAL,AV. RAMON CASTILLA Nº203,991401346,TUMBES
PE-CONSUCODE-1874,MUNICIPALIDAD DISTRITAL DE YARINACOCHA,AV. YARINACOCHA Nº433,968058151,UCAYALI
PE-CONSUCODE-1876,MUNICIPALIDAD DISTRITAL DE NUEVA REQUENA,AV LESTER DIONICIO MALDONADO MZ A04 LT1 NUEVA REQUENA,948173866,UCAYALI
PE-CONSUCODE-188,MUNICIPALIDAD DISTRITAL DE HUALLANCA - BOLOGNESI,JR. AREQUIPA S/N,43837009,ANCASH
PE-CONSUCODE-1887,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,AV. UNIVERSITARIA KM. 1.5 S/N,062561784,HUANUCO
PE-CONSUCODE-1894,UNIVERSIDAD NACIONAL DE TRUJILLO,JR. DIEGO DE ALMAGRO  Nº 344,,LA LIBERTAD
PE-CONSUCODE-1902,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,CALLE CARLOS GONZALES LIMA,,LIMA
PE-CONSUCODE-1906,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,CALLE GERMAN AMÉZAGA Nº 375 LIMA,6197000,LIMA
PE-CONSUCODE-1917,SUPERINTENDENCIA NACIONAL DE BIENES ESTATALES,CALLE SIETE - RINCONADA BAJA LIMA,,LIMA
PE-CONSUCODE-1918,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,AV PRIMAVERA NRO 1878,2083100,LIMA
PE-CONSUCODE-1923,SUPERINTENDENCIA NACIONAL DE SERVICIOS DE SANEAMIENTO,AV. BERNARDO MONTEAGUDO 210-216 - MAGDALENA DEL MAR,,LIMA
PE-CONSUCODE-1928,ZONA REGISTRAL N° XI SEDE ICA,AV. MATIAS MANZANILLA Nº 512 - URB. SAN MIGUEL - ICA,,ICA
PE-CONSUCODE-1941,ARCHIVO GENERAL DE LA NACION,JR CAMANA 125 Y PASAJE PIURA SN LIMA,4267221,LIMA
PE-CONSUCODE-1945,ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,AV PASEO DE LA REPUBLICA 3135,3193838,LIMA
PE-CONSUCODE-195,MUNICIPALIDAD DISTRITAL DE PARIAHUANCA - CARHUAZ,PLAZA PRINCIPAL S/N,790214,ANCASH
PE-CONSUCODE-1959,INSTITUTO DEL MAR DEL PERU,ENTRE LA ESQ. GRAL. VALLE Y ESQ. GRAL. GAMARRA S/N,,CALLAO
PE-CONSUCODE-196,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,PLAZA DE ARMAS S/N,943191900,ANCASH
PE-CONSUCODE-1970,INSTITUTO NACIONAL DE ESTADISTICA,AV. GRAL. GARZÓN LIMA,,LIMA
PE-CONSUCODE-1998,SUPERINTENDENCIA DEL MERCADO DE VALORES,AV. SANTA CRUZ 315 - MIRAFLORES,,LIMA
PE-CONSUCODE-200016,MINISTERIO DE COMERCIO EXTERIOR Y TURISMO,CALLE UNO OESTE Nº 050 - URB. CORPAC - SAN ISIDRO - LIMA,,LIMA
PE-CONSUCODE-200051,GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL GENERAL DE JAEN,PROLONGACIÓN HUAMANTANGA JAEN,,CAJAMARCA
PE-CONSUCODE-200055,GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL DE TAYACAJA,"JR. PROGRESO S/N PAMPAS, PROVINCIA DE TAYACAJA - HUANCAVELICA",,HUANCAVELICA
PE-CONSUCODE-20005,GOBIERNO REGIONAL DE CALLAO SEDE CENTRAL,AV. ELMER FAUCETT 3970,,CALLAO
PE-CONSUCODE-200076,GOBIERNO REGIONAL DE SAN MARTÍN - OFICINA ZONAL HUALLAGA CENTRAL,JR. ARICA CDRA 1 S/N - JUANJUI,,SAN MARTIN
PE-CONSUCODE-200098,HOSPITAL JOSE AGURTO TELLO DE CHOSICA,JR. AREQUIPA N° 214-218 LURIGANCHO - CHOSICA,4183232,LIMA
PE-CONSUCODE-200115,GOBIERNO REGIONAL DE LIMA - DIRECCION REGIONAL DE EDUCACION DE LIMA PROVINCIAS,CALLE INDEPENDENCIA S/N  SANTA MARIA - HUAURA HUACHO,,LIMA
PE-CONSUCODE-200119,GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO,AV. LA CULTURA S/N,,CUSCO
PE-CONSUCODE-200155,"CENTRO DE EXPORTACIÓN, TRANSFORMACIÓN, INDUSTRIA, COMERCIO Y SERVICIOS DE PAITA",CARRETERA PAITA-SULLANA KM. 3,073511841,PIURA
PE-CONSUCODE-200176,GOBIERNO REGIONAL DE PASCO - UNIDAD DE GESTION EDUCATIVA DE OXAPAMPA,Vacio/Nulo,,PASCO
PE-CONSUCODE-200207,UNIDAD EJECUTORA 002 INICTEL-UNI,SAN LUIS,6261400,LIMA
PE-CONSUCODE-200231,DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS,"AV. LAS ARTES SUR Nº 260, TERCER PISO -  SAN BORJA - LIMA",4757187,LIMA
PE-CONSUCODE-200244,UNIVERSIDAD NACIONAL DE MOQUEGUA,CALLE ANTIGUA DE SAMEGUA Nº A-8A MOQUEGUA,,MOQUEGUA
PE-CONSUCODE-200277,GOBIERNO REGIONAL DE LORETO - ORGANISMO PUBLICO INFRAESTRUCTURA PARA LA PRODUCTIVIDAD,CALLE MORONA 712 - IQUITOS,,LORETO
PE-CONSUCODE-200322,GOBIERNO REGIONAL DE UCAYALI - RED DE SALUD Nº 04 - AGUAYTIA- SAN ALEJANDRO,Jr. Lamas No. 280 Padre Abad Ucayali,,UCAYALI
PE-CONSUCODE-200387,GOBIERNO REGIONAL DE APURIMAC - UNIDAD EJECUTORA 004: PRO DESARROLLO APURIMAC,JR. CUSCO NRO. 213 INT. B APURIMAC - ABANCAY - ABANCAY,,APURIMAC
PE-CONSUCODE-200395,GOBIERNO REGIONAL DE LORETO - HOSPITAL DE APOYO SANTA GEMA DE YURIMAGUAS,CAL. PROGRESO NRO. 305 LORETO - ALTO AMAZONAS - YURIMAGUAS,,LORETO
PE-CONSUCODE-200408,GOBIERNO REGIONAL DE PIURA - INSTITUTOS SUPERIORES DE EDUCACION PUBLICA REGIONAL DE PIURA,MZA. A LOTE. 02 URB. LUIS NEGREIROS PIURA - TALARA - PARIÑAS,073-378539,PIURA
PE-CONSUCODE-200424,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE LAMBAYEQUE,AV. MANUEL MARIA IZAGA NRO. 115 CENTRO LAMBAYEQUE - CHICLAYO - CHICLAYO,,LAMBAYEQUE
PE-CONSUCODE-200434,COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERU,CARRETERA CENTRAL KM 24 S/N HUAMPANI ALTO LIMA - LIMA - CHACLACAYO,,LIMA
PE-CONSUCODE-200438,GOBIERNO REGIONAL DE PUNO- HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON,AV. EL SOL Nº 1022 - PUNO,,PUNO
PE-CONSUCODE-200440,GOBIERNO REGIONAL DE PUNO - UNIDAD DE GESTION EDUCATIVA LOCAL PUNO,JR. CESAR AUGUSTO SANDINO Nº 225 - PUNO,355631,PUNO
PE-CONSUCODE-200461,UNIDAD EJECUTORA 003:PROGRAMA MODERNIZACION DEL SISTEMA DE ADMINISTRACION DE JUSTICIA,JR. SCIPION LLONA NRO. 350 LIMA - LIMA - MIRAFLORES,,LIMA
PE-CONSUCODE-200495,CORTE SUPERIOR DE JUSTICIA DEL SANTA,AV. VICTOR RAUL H DE LA TORRE NRO. 832 CENTRO COMERC. FINANCIERO ANCASH - SANTA - CHIMBOTE,,ANCASH
PE-CONSUCODE-200502,ESTACION EXPERIMENTAL AGRARIA VISTA FLORIDA - LAMBAYEQUE,CAR. A FERREÑAFE KM. 08 VISTA FLORIDA LAMBAYEQUE - CHICLAYO - PICSI,,LAMBAYEQUE
PE-CONSUCODE-200521,CORTE SUPERIOR DE JUSTICIA DE ANCASH,PALACIO JUDICIAL - PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-200537,UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,CAL. LOS NOGALES NRO. 236 LIMA - LIMA - SAN ISIDRO,6116000,LIMA
PE-CONSUCODE-204387,PROGRAMA NACIONAL DE TELECOMUNICACIONES,JR. ZORRITOS N° 1203,6157800,LIMA
PE-CONSUCODE-203,MUNICIPALIDAD DISTRITAL DE YAUTAN,PLAZA DE ARMAS,340216,ANCASH
PE-CONSUCODE-204428,GOBIERNO REGIONAL DE LORETO - RED DE SALUD LORETO - NAUTA,CALLE TARAPACÁ MZA. 26 LOTE 12,939485780,LORETO
PE-CONSUCODE-204429,PROGRAMA NACIONAL DE CENTROS JUVENILES,AV. CESAR VALLEJO N° 1184,992061881,LIMA
PE-CONSUCODE-207,MUNICIPALIDAD DISTRITAL DE CUSCA,PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-212,MUNICIPALIDAD DISTRITAL DE ANRA,PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-213,MUNICIPALIDAD DISTRITAL DE CAJAY,PLAZA DE ARMAS S/N,0,ANCASH
PE-CONSUCODE-204549,MEJORA DE LA CALIDAD DE SERVICIOS REGISTRALES - RENIEC,AV. CANAVAL Y MOREYRA NRO. 385,6804910,LIMA
PE-CONSUCODE-216,MUNICIPALIDAD DISTRITAL DE HUACCHIS,PLAZA DE ARMAS  S/N,790269,ANCASH
PE-CONSUCODE-204590,PERÚ SEGURO 2025,CAL.30 DE AGOSTO NRO. S/N,5180000,LIMA
PE-CONSUCODE-217,MUNICIPALIDAD DISTRITAL DE HUACHIS,JR. CONDOR CANQUI S/N,790270,ANCASH
PE-CONSUCODE-220,MUNICIPALIDAD DISTRITAL DE PAUCAS,PLAZA DE ARMAS S/N,0,ANCASH
PE-CONSUCODE-221,MUNICIPALIDAD DISTRITAL DE PONTO,PLAZA DE ARMAS S/N,,ANCASH
PE-CONSUCODE-233,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - HUAYLAS,PLAZA INDEPENDENCIA S/N,0,ANCASH
PE-CONSUCODE-2344,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CAÑETE S.A.,AV. MARISCAL BENAVIDES NRO 768,5812956,LIMA
